orders_id,invoice,transaction_id,card_number,total,pay,due_date,date
923.0,be3758e7-0184-49e3-8ee8-d3fc37ceb881,763.0,2293653907492779,986.0,521.0,2023-05-05,2023-11-13
198.0,917701e8-d254-48ed-ad7a-9e1428256a78,910.0,2706687254662775,556.0,529.0,2023-10-09,2023-10-16
777.0,4444020a-26ae-4cf8-b3be-53a1c0925dc4,863.0,2707664208470182,239.0,70.0,2023-06-08,2023-10-24
648.0,18a1ea15-3096-4dd3-b26a-b5069d53e3dd,959.0,2269265412255219,134.0,59.0,2023-04-23,2023-09-10
645.0,91a1d8a4-d9f2-4bfc-8800-44fc35a7ea73,6.0,2715550884890696,604.0,371.0,2023-01-16,2023-01-31
150.0,014db60d-7f36-4bd3-928f-7127dd908d69,370.0,2454243002921396,651.0,176.0,2023-02-28,2023-04-19
755.0,e0f78ac4-2a97-4d6a-84ce-5d833ba503da,320.0,2704155990671411,985.0,973.0,2023-07-19,2023-09-13
690.0,f5e2c4c6-fcc1-496b-8f68-e34e6aa19c79,851.0,2537693130310527,902.0,690.0,2023-01-24,2023-10-09
943.0,b0c582f0-68e2-4c46-a135-4894646ed108,14.0,2398022708511563,168.0,137.0,2023-03-07,2023-07-16
507.0,13a5d386-ec2e-4301-93f3-4fb5e26184ac,438.0,2227996857254934,555.0,117.0,2023-10-31,2023-11-06
461.0,baa95cec-b313-432c-84b1-5b9a078075fc,324.0,5218899416501718,913.0,377.0,2023-06-05,2023-07-19
230.0,5ab41a38-1a6f-4b6d-ac84-a0850af90b7c,949.0,2711875882902928,967.0,150.0,2023-06-01,2023-07-31
771.0,1177b5dd-9ce5-4dee-b255-f5fb99ee8dae,415.0,2711024541773442,518.0,401.0,2023-06-09,2023-09-29
576.0,cf3a6ee6-0aa7-4f1d-972f-3f10cfd700c3,899.0,5303908669527282,771.0,602.0,2023-07-02,2023-08-25
815.0,50420780-b886-46b7-a9c2-3b207aceafb6,27.0,2298428287150262,214.0,140.0,2023-05-07,2023-07-28
665.0,075c4d52-298a-4ce3-851c-71df37223ae2,372.0,2270445221601715,355.0,179.0,2023-11-02,2023-11-04
478.0,b8958039-9fa6-4df6-af47-d5b3e880de57,607.0,2720576397007596,267.0,146.0,2023-09-23,2023-11-11
406.0,efb0aacf-e226-4c1d-a23a-14f1107c8452,103.0,2260865495518893,360.0,343.0,2023-02-24,2023-03-15
219.0,8c15024a-4434-4f8f-8d79-5a0b11f1cffe,1.0,5515053596455705,608.0,461.0,2023-04-11,2023-11-11
946.0,922b2ce4-ba8f-4bd2-bef3-0c6eec7d7c3b,246.0,2243299204857354,853.0,476.0,2023-10-07,2023-11-10
282.0,8291fd1d-b62c-4195-8d1b-15c82da0afdc,679.0,5362115020454077,507.0,368.0,2023-10-20,2023-10-21
994.0,03c7f684-39ed-4067-a134-853dfc075e31,311.0,2647166261593556,237.0,105.0,2023-04-21,2023-10-19
565.0,e347af4d-143e-4c30-85c6-04d62e02692a,937.0,2280269073578252,653.0,147.0,2023-07-15,2023-11-01
728.0,54e85445-25c1-4426-aa28-6a2877a6e2f5,819.0,2516004694994570,518.0,484.0,2023-09-30,2023-10-14
501.0,cbaa92e9-e620-4a01-af6c-7eb8116926b9,979.0,5343147455278600,644.0,613.0,2023-04-29,2023-05-23
140.0,14122633-7cba-4bae-8c65-947c33cf25d4,21.0,2704754297758689,488.0,65.0,2023-08-14,2023-08-20
411.0,c91e76f4-5b8b-4978-817e-2028c74cfae2,613.0,2720778411797638,928.0,801.0,2023-02-09,2023-09-13
711.0,fc5732ec-d8fe-4942-8289-117569da4e8a,237.0,2290810166137742,131.0,116.0,2023-03-05,2023-10-27
187.0,01d7a90d-5efe-4d51-9788-2a4b5df454dd,764.0,2703448235298996,419.0,415.0,2023-05-31,2023-09-20
288.0,757646d4-6b00-4d1c-8853-971bdb57f83b,973.0,2236825498217894,672.0,532.0,2023-06-13,2023-06-23
379.0,b76f740a-9e2d-4c94-9ce8-6ac1510318b8,926.0,5266661717941576,317.0,285.0,2023-01-11,2023-06-10
914.0,cbbc5e12-87ae-47a8-92c0-9515ad15671d,934.0,2548046309445854,324.0,111.0,2023-10-07,2023-10-18
962.0,ed98aae6-c4e4-44ca-909c-d2c1fbd9f1f4,668.0,5396078199719623,256.0,97.0,2023-04-16,2023-06-17
651.0,2963446a-791c-41fc-b7a9-84f06a2097de,700.0,2253061665505998,905.0,863.0,2023-04-17,2023-10-28
362.0,5721c1de-35bf-4a20-b9cd-7cf100c0b225,833.0,2704520344792082,959.0,878.0,2023-04-22,2023-10-19
26.0,05035ad3-789d-4fa2-9d7c-f366571ae233,212.0,5285377921211717,176.0,66.0,2023-04-10,2023-08-19
563.0,8558be94-e2c6-44eb-bb6f-38a2c867e757,605.0,2602667998223204,190.0,126.0,2023-04-06,2023-06-08
663.0,4eb4eeb8-b906-4660-a0b4-ecc0071e20da,862.0,2221132337102297,354.0,73.0,2023-02-20,2023-11-11
217.0,d1d1e8a5-999c-425b-9b1a-2c31b1f01119,145.0,5461619467774681,687.0,643.0,2023-09-02,2023-11-15
960.0,2d1b01e9-e25d-4fd9-b140-9fd316546d03,812.0,5359192250866754,153.0,145.0,2023-01-06,2023-10-20
168.0,c2df6d26-82cf-4431-9dec-7751d994ee91,143.0,2244912016119016,355.0,345.0,2023-03-23,2023-06-23
898.0,1c30c624-9346-4c2f-88da-c799ee22fc39,701.0,5542864856978484,147.0,137.0,2023-05-17,2023-10-14
715.0,610f7389-d6b3-42b3-9765-90c0db031e3f,514.0,2715520843879627,650.0,232.0,2023-03-03,2023-05-11
359.0,f196a7ec-d947-431f-9a0e-9bec66c3debe,477.0,2285600942923615,210.0,198.0,2023-10-29,2023-11-12
48.0,eb646668-c263-436a-8f9b-fb8b959b9161,908.0,2648342283758365,192.0,79.0,2023-01-05,2023-05-16
619.0,eedbd60b-3b08-48a0-bff8-b3430c33a2c5,591.0,2268023418938879,180.0,136.0,2023-04-18,2023-07-05
854.0,73a705a4-a711-460c-a740-2b1563b833bb,166.0,2513452401537583,635.0,63.0,2023-08-03,2023-10-22
284.0,ef113668-35ab-47db-b9ab-e8a113394361,453.0,2286850270748634,867.0,286.0,2023-05-06,2023-07-04
154.0,cc463901-54cb-4644-911f-48ae70a1700a,696.0,2282600623865153,866.0,807.0,2023-02-11,2023-08-15
277.0,b2c59e16-1a23-4cf6-adcb-34edb387e216,179.0,2372522501851447,743.0,402.0,2023-04-14,2023-07-17
837.0,b4a6dbdd-e156-4ea7-9a01-ffc0b8760170,933.0,2509218534970645,185.0,162.0,2023-08-26,2023-08-27
795.0,787a5ba3-9b6b-4e56-a314-9b1a117f7dd2,900.0,5587704742001206,741.0,178.0,2023-06-26,2023-09-30
58.0,32c27c32-106c-490d-9f0a-dc7ddec72084,537.0,2275760420041199,393.0,267.0,2023-08-05,2023-09-19
218.0,e11d4e08-c83c-4ff7-b824-fea14af555ce,444.0,5490144294304706,590.0,393.0,2023-07-10,2023-09-12
401.0,59d706e6-e3ac-4dee-a688-1fcc6409f755,878.0,2550308163191916,837.0,136.0,2023-05-24,2023-07-10
471.0,5c6c1ea7-4561-4faf-b40b-232b88644aaa,55.0,5281136175187781,122.0,85.0,2023-06-13,2023-10-16
110.0,15754d01-a3ff-4c20-9ad6-f7e3f5e8f302,504.0,5357036889731982,497.0,157.0,2023-11-11,2023-11-16
828.0,6459b88c-3084-4f20-89c8-ec76b0417390,400.0,2235445276651833,568.0,434.0,2023-06-28,2023-10-23
659.0,721c1e4f-b600-4c34-9bb6-e2b5501ffa0f,78.0,2295819166502396,825.0,492.0,2023-06-25,2023-08-26
181.0,c928fb22-0376-4c92-9df3-e1368fab171b,719.0,5370201323780309,367.0,96.0,2023-07-29,2023-11-09
881.0,c65b61a2-8a73-4461-8ad3-17ec87237518,258.0,5218000730896500,569.0,231.0,2023-01-17,2023-06-20
503.0,9393da4b-b972-4164-a6b4-68ee2ffcdf7b,839.0,2290298526861781,736.0,51.0,2023-02-20,2023-04-25
437.0,495724e0-473e-4657-9522-eea11dd314f2,593.0,2564828768077404,668.0,213.0,2023-10-16,2023-10-18
750.0,c8c9044e-5d73-4200-bd98-f17cf3fe25ea,713.0,2659176590759419,716.0,251.0,2023-04-12,2023-05-19
735.0,ada5b4af-3bf5-4176-a8e3-f8656db9810a,880.0,2703379785654462,380.0,244.0,2023-08-11,2023-08-27
221.0,c79fd55a-73b8-4f30-a0f9-a9b34092f9e3,354.0,2278491544026273,783.0,292.0,2023-01-12,2023-04-29
682.0,055298e2-143c-427a-8e2d-9cff94e91698,165.0,2283536813796551,596.0,271.0,2023-01-14,2023-08-29
884.0,51725a04-d2b3-4ec9-8655-1e13569478f9,398.0,2271429222962036,229.0,108.0,2023-05-09,2023-07-31
270.0,097c06c9-c451-4d4d-ac6c-bf716f5a2b58,177.0,5243092802163629,296.0,106.0,2023-02-08,2023-04-04
784.0,b255dc96-79b0-446c-801c-ef2c6bc1e782,543.0,2296865306208583,165.0,68.0,2023-02-25,2023-04-10
770.0,718662ed-83ce-428b-80f4-44caef95cf13,513.0,2559752231001030,763.0,308.0,2023-08-07,2023-09-28
631.0,bec0e082-765e-443f-93f1-9b5f73e94ab7,666.0,2508632317779554,519.0,328.0,2023-08-25,2023-09-15
977.0,23ef1ce2-d31b-471f-b459-4aa6afde2728,95.0,2675169502232914,749.0,70.0,2023-04-04,2023-11-16
831.0,34cb0972-cd9c-4c57-be1d-9b370b708366,339.0,5479537074095664,543.0,441.0,2023-03-27,2023-07-26
968.0,3e7a750a-f74b-4c1b-b936-0953bed9e5ff,642.0,2444961977411589,892.0,114.0,2023-03-08,2023-04-05
961.0,aea9eaec-e87a-4bf8-b9d9-526d1207a45f,856.0,2709553311269938,451.0,90.0,2023-01-19,2023-09-03
547.0,81e43a3f-2936-437c-94e9-351897a51552,331.0,2504954262691194,445.0,344.0,2023-07-20,2023-07-26
