transaction_id,card_number,total,amount,due_date,date,name,type
689.0,4430397290805102,527.0,472.0,2023-12-03,2021-02-21,Nicholas Berger,Check
971.0,6519273072559796,774.0,114.0,2024-02-02,2023-03-31,Sheri Williams,Check
893.0,374170866985152,173.0,153.0,2024-01-30,2020-04-27,Kathleen Diaz,Debit
247.0,3599898560756411,760.0,429.0,2024-04-28,2023-09-30,Sharon Watson,Check
338.0,4670280008481094,515.0,157.0,2024-05-11,2022-07-30,Brenda Smith,Credit
561.0,4076983344905862,832.0,37.0,2024-03-06,2021-11-24,Teresa Stuart,Debit
117.0,501870487706,747.0,435.0,2024-06-10,2021-06-13,Mary Cortez,Credit
197.0,4514968438603577550,28.0,27.0,2024-07-04,2021-04-07,Terry Hernandez,Check
678.0,346129353935737,944.0,584.0,2024-03-29,2020-02-15,Victoria Parks,Check
882.0,30216393083262,387.0,243.0,2024-03-09,2023-05-02,Dale Conley,Credit
53.0,630448587737,735.0,673.0,2023-12-18,2021-05-24,Jeffrey Dougherty,Check
691.0,3556309026008661,805.0,142.0,2024-07-21,2022-11-12,Michele Finley,Check
181.0,4053795017300534011,601.0,403.0,2024-06-09,2023-07-10,Dwayne Reeves,Credit
304.0,3559329850158512,162.0,49.0,2024-03-21,2020-09-30,Tamara Lopez,Debit
4.0,30413352756083,350.0,197.0,2024-06-19,2020-06-02,Frank Johnson,Debit
740.0,2705095118069545,110.0,23.0,2024-10-02,2023-08-28,Michelle Lee,Debit
527.0,5230935291842928,938.0,660.0,2024-05-24,2023-03-18,Tonya Sanchez,Check
732.0,6558125967100940,913.0,895.0,2024-08-28,2023-11-10,Erin Wilson,Check
564.0,3547896832256437,586.0,476.0,2024-09-23,2022-12-03,Mark Sanchez,Credit
244.0,4909648192721108,737.0,47.0,2024-06-25,2023-06-13,Taylor Murphy,Check
321.0,576793584516,199.0,144.0,2024-03-17,2021-05-01,Ronald Andrade,Check
514.0,6011179705826861,96.0,11.0,2024-09-11,2022-04-23,Kristopher Ingram,Check
443.0,503867391958,453.0,42.0,2024-08-27,2021-07-27,Daniel English,Credit
222.0,6507896264895315,791.0,247.0,2023-12-04,2020-01-01,Joseph Richards,Check
807.0,348310315174007,939.0,385.0,2024-04-04,2021-07-05,Randy Alvarez,Debit
23.0,349742325599121,886.0,827.0,2024-05-22,2022-02-10,Cathy Richards,Credit
814.0,4255778159126574730,119.0,42.0,2024-11-02,2020-10-01,Joshua Harris,Check
203.0,5378096943481508,564.0,283.0,2024-07-09,2020-12-09,Wendy Rios,Debit
885.0,4937628545279422,383.0,293.0,2024-10-29,2023-10-06,Jordan Castillo,Debit
295.0,4305314043033116,807.0,317.0,2024-03-24,2021-01-31,Carlos Miller,Credit
648.0,4461114484294403,697.0,482.0,2023-12-17,2023-01-03,James Alvarez,Credit
822.0,5530702280703306,280.0,136.0,2024-07-13,2023-07-08,Edward Fry,Check
742.0,4214406850901391,368.0,331.0,2024-09-29,2020-06-06,Kristen Reeves,Debit
896.0,4863632764783740,246.0,92.0,2024-11-07,2020-08-24,Kathryn Hurley,Debit
709.0,30166736986350,53.0,43.0,2024-09-11,2021-11-21,Adam Costa,Credit
817.0,5336681032601735,978.0,205.0,2024-06-09,2022-03-12,Benjamin Alvarado,Credit
210.0,180042981341088,668.0,42.0,2024-06-30,2023-03-23,Michael Davis,Credit
103.0,375274023282799,630.0,357.0,2024-02-25,2022-05-03,Rhonda Wade,Check
300.0,4073750191416,782.0,393.0,2024-10-26,2020-11-30,Douglas Gardner,Debit
412.0,30030412108582,817.0,242.0,2024-01-01,2022-07-14,Eric Hunter,Credit
10.0,375975382627263,371.0,69.0,2024-07-24,2021-07-09,Mark French,Credit
574.0,370108787451767,766.0,245.0,2024-06-18,2021-05-18,Dylan Mosley,Debit
340.0,4547151355178149,534.0,185.0,2024-02-24,2023-11-10,Christopher Hartman,Debit
808.0,5261492526825486,457.0,391.0,2024-02-02,2023-03-25,Kelsey Blevins,Debit
393.0,4400956322144321,492.0,188.0,2024-11-14,2021-12-31,Evelyn Murray,Debit
783.0,30563601631899,189.0,28.0,2024-07-14,2021-11-24,Barbara Young,Check
908.0,2234737267155167,267.0,122.0,2024-05-26,2022-10-20,Tonya Watkins,Credit
385.0,676117745965,172.0,5.0,2023-12-02,2020-10-27,Lori Moore,Debit
989.0,376624728370969,453.0,424.0,2024-03-29,2023-10-31,Ashley Wilson,Debit
168.0,3533291440531312,475.0,61.0,2024-06-05,2021-01-29,Gilbert Jenkins,Debit
236.0,4184708155259759244,385.0,357.0,2023-11-29,2022-06-29,Melissa Brooks,Check
341.0,30215341709952,410.0,29.0,2024-04-15,2022-01-09,Mark Velazquez,Debit
696.0,180025756114731,57.0,2.0,2024-08-09,2023-10-09,Amber Moss,Check
357.0,213186449596030,263.0,256.0,2024-01-01,2021-03-11,Christina Webb,Debit
949.0,4150939908926,889.0,333.0,2024-05-15,2021-07-04,Jose Roberts,Check
802.0,30337225028836,754.0,584.0,2023-12-01,2022-11-12,Misty Fry,Debit
507.0,3575844628159543,92.0,73.0,2023-12-12,2023-05-08,Daniel Ramsey,Debit
716.0,2720845048260692,960.0,270.0,2024-02-10,2020-04-01,Kathy Garcia,Credit
284.0,4188407276228,739.0,738.0,2024-03-07,2022-03-24,Tyler Adams,Debit
231.0,6011134253284781,550.0,59.0,2024-11-02,2022-09-23,Tony Miller,Credit
829.0,5450710030218471,605.0,255.0,2024-03-08,2023-03-29,Kenneth Rocha,Debit
288.0,348259335887645,223.0,33.0,2024-01-27,2022-07-26,Jessica Sellers,Credit
979.0,371606475348780,286.0,265.0,2024-01-16,2022-05-06,Emily Harper,Debit
892.0,4664049780199,789.0,563.0,2024-01-05,2022-11-24,John Griffin,Credit
510.0,4309774450474309,731.0,480.0,2024-10-09,2021-04-18,Jean Brown,Credit
712.0,3506382331761069,132.0,58.0,2024-03-25,2023-06-30,Richard Garcia,Debit
688.0,30276428113591,471.0,83.0,2023-12-13,2021-01-21,Steve Johnson,Debit
401.0,4633256549131246,472.0,456.0,2024-04-19,2022-04-23,Amanda Marshall,Check
858.0,180042805702820,603.0,102.0,2024-03-20,2022-05-02,Daniel Daniels,Credit
170.0,3542740535956874,419.0,183.0,2024-03-15,2020-06-15,Elizabeth Watson,Debit
402.0,5124216205776455,412.0,173.0,2024-02-27,2021-06-20,Joseph King,Check
256.0,3595490844630283,177.0,163.0,2024-08-29,2022-09-26,Erica Chang,Debit
249.0,4507336572220497,417.0,333.0,2023-12-12,2021-10-16,Dr. Mike Ward MD,Credit
