kid_id,name,dob,parent_id,medical_id,group_id
625.0,Brian Taylor,2019-06-02,527.0,3423.0,9036.0
752.0,Robert Williams,2021-12-17,496.0,887.0,5172.0
182.0,Vanessa Stark,2019-09-21,706.0,4471.0,3177.0
624.0,Sandra Taylor,2022-09-18,524.0,5827.0,3206.0
889.0,Doris Yu,2020-10-05,231.0,7581.0,8800.0
161.0,William Smith,2023-10-10,521.0,1619.0,4541.0
25.0,Edward Hall,2019-12-10,512.0,6185.0,7675.0
261.0,Joshua Dawson,2022-06-20,826.0,291.0,7775.0
480.0,James Dean,2021-10-10,365.0,1016.0,7861.0
901.0,Amanda Mckenzie,2023-04-06,205.0,6628.0,9071.0
94.0,Amber Perez,2019-07-30,309.0,6742.0,5438.0
93.0,Christopher Johnson,2019-09-16,473.0,5926.0,9529.0
783.0,Brian Romero,2021-10-26,301.0,5015.0,6370.0
107.0,Jason Brown,2021-12-06,405.0,2.0,6143.0
204.0,Jeffery Thomas,2019-10-23,656.0,1157.0,9981.0
492.0,Matthew Kelley,2022-06-08,304.0,5178.0,2795.0
259.0,Christopher Hamilton,2021-03-30,209.0,6520.0,8167.0
860.0,Mr. Victor Smith Jr.,2021-04-25,596.0,3281.0,6814.0
912.0,Richard Alexander,2020-01-02,349.0,9990.0,55.0
197.0,Kenneth Johnson,2022-06-06,696.0,1519.0,1249.0
26.0,Marcus Bass,2023-10-12,914.0,8677.0,4509.0
64.0,Sonia Cobb,2023-11-04,786.0,1136.0,3543.0
449.0,Caleb Daniels,2019-01-13,455.0,134.0,5930.0
714.0,Bruce Gilbert,2022-04-25,636.0,7274.0,2488.0
263.0,Virginia Smith,2020-12-16,247.0,8909.0,7683.0
411.0,Melissa Ward,2022-06-19,678.0,2083.0,2198.0
170.0,Joy Blair,2019-04-30,539.0,2073.0,2638.0
730.0,Ms. Rebecca Simmons DVM,2023-04-06,504.0,7587.0,3082.0
648.0,William Jackson,2019-01-29,529.0,7901.0,7332.0
644.0,Rachel Parker,2021-08-03,166.0,8894.0,6539.0
376.0,Ronald Joyce,2020-05-29,279.0,423.0,1858.0
503.0,Teresa Murray,2020-10-10,193.0,9900.0,7832.0
202.0,Natalie Weber,2019-08-23,184.0,4153.0,1560.0
213.0,Brittany Briggs,2019-06-27,3.0,9302.0,7402.0
770.0,Susan Salazar,2023-07-08,316.0,6737.0,64.0
359.0,Daniel Colon,2020-09-30,887.0,1148.0,6365.0
993.0,Steven Nunez,2023-03-04,672.0,3441.0,9986.0
52.0,Mark Rice,2021-08-14,174.0,6310.0,2005.0
680.0,Daryl Brown,2018-07-30,871.0,3350.0,1360.0
561.0,Antonio Barnes,2017-12-17,897.0,1514.0,9518.0
629.0,Eric Mcmillan,2022-08-21,438.0,9655.0,4189.0
29.0,Jessica Gonzales,2018-11-14,885.0,2249.0,2742.0
319.0,Christopher Ingram,2019-11-20,297.0,7514.0,6107.0
198.0,Anthony Keith,2023-04-25,452.0,7811.0,3766.0
956.0,David Dickerson,2021-10-23,106.0,3962.0,2971.0
