orders_id,invoice,transaction_id,card_number,total,pay,due_date,date
654.0,60e2e45e-661a-41d7-8ba1-fbe34baa251a,616.0,5375070772346101,970.0,866.0,2023-10-15,2023-10-31
831.0,4bb4e9e7-775f-469a-a61c-78b87ce6dd71,734.0,2498254591153422,865.0,601.0,2023-06-22,2023-10-03
498.0,db9ceec8-402d-40a4-8863-bc7bc4acf086,789.0,5350061967173466,392.0,136.0,2023-07-10,2023-09-29
423.0,5a0d973d-a459-4eb4-9602-1a45d165afd3,393.0,2295863100009639,371.0,258.0,2023-03-13,2023-06-04
418.0,032b51de-ca66-457f-804d-00fa0b2fd06a,594.0,5497342003477812,582.0,168.0,2023-08-08,2023-10-01
316.0,5bfef1ab-38c5-4147-9600-33e31915f5dc,349.0,2713094674236143,219.0,95.0,2023-09-27,2023-10-14
53.0,02a08bb7-cb95-436a-b096-8e3ca3f44832,642.0,5218418175613596,336.0,88.0,2023-04-30,2023-07-31
817.0,ab80ef2d-8cea-4999-bd23-6cf781ec15dd,353.0,2242776101343134,827.0,714.0,2023-06-01,2023-11-08
401.0,3f07c3ea-b8dd-410d-8b3d-86e19d39fa1a,980.0,2269094294279851,137.0,104.0,2023-05-12,2023-05-25
830.0,4145a4ab-f5ea-47b9-832f-9b41f6d19b80,613.0,2239705437028312,422.0,296.0,2023-06-19,2023-08-29
848.0,9af34440-1926-4010-a300-d0c334ab7fe3,21.0,2297046144213650,503.0,469.0,2023-02-14,2023-09-10
387.0,cec3d9b4-d7be-4d96-ab38-fe64755a23f2,100.0,2291860850739799,520.0,178.0,2023-09-05,2023-09-21
705.0,8810ff94-d3ea-4639-aa25-9bfa37ff7be8,120.0,2234609342497833,913.0,357.0,2023-11-10,2023-11-17
191.0,7848a999-361d-4d4d-af50-1f99f2f12217,755.0,2287265499489259,492.0,57.0,2023-08-31,2023-08-31
347.0,63834ef5-3303-4f93-96d8-12403bf81605,871.0,5520884148131987,799.0,114.0,2023-10-25,2023-10-25
236.0,fe50f314-9a83-47b8-9634-a9a31fe0db5a,302.0,2248435468028366,693.0,439.0,2023-08-25,2023-09-24
528.0,18617acc-3ead-4899-a2eb-a2c56d60a46f,763.0,2701550953115625,361.0,337.0,2023-08-30,2023-10-03
356.0,4bedb396-4607-4e7b-ad3e-8f9fb8f5f22e,780.0,2281281951499971,706.0,614.0,2023-06-28,2023-10-03
218.0,84ab8604-b370-4503-959b-ac0d414ef7eb,110.0,2672194775764925,782.0,611.0,2023-05-21,2023-06-16
813.0,8803ee49-73b6-44a5-aefa-4ecaa3fda2c1,157.0,2320691877548326,348.0,209.0,2023-04-04,2023-10-13
354.0,306e3e7f-5ebb-45cd-95ea-38b55c7748da,806.0,2420786945352096,143.0,140.0,2023-07-01,2023-08-04
911.0,baaa88a2-1151-4a9f-8929-0ef6a4fb6d11,87.0,2720714748958015,613.0,585.0,2023-03-11,2023-10-10
726.0,e1c732cf-3ac2-4f6f-a950-389fe1b2ea1e,865.0,2258570066447753,291.0,180.0,2023-01-02,2023-04-27
964.0,ee2700e4-0d0b-46e1-ab3c-186168b56f98,919.0,5166795852370026,336.0,308.0,2023-07-09,2023-08-21
843.0,fd323780-172e-4b38-b1a0-a2ec7ac930c3,212.0,2607586381317362,317.0,313.0,2023-01-23,2023-02-16
444.0,81115e65-271c-4ece-b96f-3491fb1cc05b,793.0,2590471383417339,131.0,128.0,2023-07-10,2023-09-27
