kid_id,name,dob,parent_id,medical_id,group_id
542.0,Clifford Franco,2019-07-23,550.0,5190.0,7665.0
367.0,Amanda Rosales,2018-02-02,219.0,2612.0,1529.0
912.0,Sabrina Greene,2018-08-19,851.0,9587.0,8215.0
128.0,Ruth Ritter,2018-01-13,599.0,3856.0,963.0
583.0,Laura Curtis,2022-06-01,489.0,7772.0,5828.0
351.0,Julia Mann,2019-09-01,880.0,9499.0,6115.0
187.0,Kelli Ramirez,2023-01-20,353.0,1804.0,6291.0
269.0,David Jones,2018-09-30,264.0,3998.0,131.0
379.0,Kathleen Maynard,2021-05-08,165.0,4974.0,158.0
335.0,Audrey Hart,2020-07-29,984.0,768.0,725.0
811.0,Garrett Cochran,2019-06-11,809.0,1842.0,4524.0
955.0,Zachary Hernandez,2019-06-13,500.0,1799.0,9910.0
271.0,Johnny Smith,2023-05-22,102.0,3243.0,6130.0
109.0,Michael Weiss,2021-10-12,826.0,8672.0,6926.0
348.0,Jason Jones,2023-08-24,588.0,61.0,3755.0
882.0,Brandon Rangel,2018-07-24,194.0,3428.0,8310.0
584.0,John Miller,2020-11-08,138.0,1730.0,1638.0
42.0,Carlos Ramirez,2021-09-21,56.0,6811.0,1243.0
841.0,Jeffery Mullins,2020-08-20,574.0,2063.0,3079.0
124.0,Emily Jones,2020-06-29,259.0,6176.0,7175.0
514.0,Alexander Williams,2020-01-10,908.0,5074.0,4553.0
320.0,Wayne Rivera,2022-08-29,734.0,3423.0,8097.0
341.0,Joseph Vasquez,2020-05-10,419.0,4104.0,4076.0
437.0,Paul Mclean,2020-05-23,509.0,2539.0,5861.0
328.0,Isaac Chang,2019-03-17,108.0,2239.0,5746.0
305.0,Ronald Glover,2022-11-18,149.0,9361.0,1899.0
182.0,Alfred Lin,2021-09-22,713.0,9231.0,9162.0
495.0,Darren Sanchez,2019-05-28,383.0,7382.0,9364.0
184.0,Joanna Kennedy,2021-04-15,825.0,7163.0,3913.0
181.0,Ashlee Leblanc,2023-03-06,26.0,9396.0,8509.0
661.0,Dominique Martin,2023-10-19,903.0,7821.0,8984.0
459.0,Alex Johnson,2022-10-25,24.0,5105.0,9072.0
136.0,Laura Beard,2020-08-27,976.0,5415.0,5291.0
274.0,Thomas Stewart,2022-11-12,982.0,1998.0,2559.0
