transaction_id,card_number,total,amount,due_date,date,name,type
900.0,3575642550925471,357.0,68.0,2024-10-14,2020-02-09,Caleb Lawrence,Credit
991.0,30123091664270,241.0,133.0,2024-03-11,2021-11-28,Wendy Hodges,Credit
460.0,6011643310205324,965.0,143.0,2024-06-28,2023-03-06,Olivia Duarte,Credit
632.0,30220627822859,589.0,310.0,2024-08-01,2022-08-17,Wesley Morales,Debit
109.0,2702549592684628,529.0,119.0,2024-06-30,2023-03-18,Brittany Hughes,Credit
722.0,6513339046931647,748.0,362.0,2024-04-04,2020-12-01,Jonathan Rice,Debit
168.0,676128305288,474.0,269.0,2024-03-25,2022-07-02,Michele Schultz,Check
787.0,6011969204548077,166.0,92.0,2024-01-31,2021-05-29,David Garza,Credit
310.0,347608145273019,527.0,265.0,2024-01-21,2022-01-29,Barry Jones,Check
407.0,4400371716521,12.0,4.0,2024-04-08,2020-04-01,Michael Anderson,Credit
347.0,3532790847246375,837.0,170.0,2024-01-18,2021-07-03,Elizabeth Sawyer,Debit
17.0,4275481125577,676.0,590.0,2024-06-10,2020-08-30,Hannah Gates,Check
250.0,213122229547802,690.0,269.0,2024-10-12,2021-04-17,Walter Small,Check
561.0,3505734464086451,635.0,378.0,2024-09-19,2022-10-18,Patricia Lane,Check
119.0,3514374537728299,666.0,396.0,2024-04-22,2020-11-12,Robert Henderson,Check
529.0,3532162997606982,194.0,74.0,2024-11-13,2023-07-08,Scott Mclean,Debit
660.0,3502046282223353,623.0,154.0,2024-03-26,2023-08-20,Matthew Hernandez,Credit
161.0,502004647603,530.0,139.0,2024-01-30,2023-02-07,Adrian Cohen,Check
633.0,4305421855288,331.0,225.0,2024-01-15,2023-03-23,Katie Stevens,Debit
566.0,213129402897383,408.0,222.0,2024-08-06,2022-03-17,Daniel Blair,Credit
964.0,676393261869,297.0,12.0,2024-06-24,2020-06-14,Michelle Evans,Debit
422.0,30331690644680,350.0,256.0,2023-11-19,2022-04-07,Alicia Maynard,Check
451.0,341616548844993,326.0,3.0,2024-04-26,2020-11-23,Rebekah Rodriguez,Check
475.0,4720665271297641,748.0,90.0,2024-02-02,2023-02-24,Diana Alvarado,Debit
906.0,30044997369246,771.0,738.0,2024-03-25,2022-07-28,Karla Johnson,Credit
608.0,213137476144335,731.0,243.0,2024-05-14,2022-06-30,Veronica Sanders,Credit
767.0,4012062577139709896,694.0,130.0,2024-10-25,2022-03-13,Jessica Harvey,Check
553.0,4592695025959,54.0,5.0,2024-04-07,2020-02-18,Amanda Allen,Credit
559.0,4302141774247802,945.0,637.0,2023-12-22,2020-03-17,Tracy Carrillo,Debit
