transaction_id,card_number,total,amount,due_date,date,name,type
204.0,371950417792816,669.0,254.0,2023-12-03,2022-06-09,Caleb Clark,Credit
254.0,570206949333,667.0,102.0,2024-08-07,2021-03-19,Ellen Deleon,Debit
402.0,4990473174262798795,989.0,825.0,2024-05-13,2020-12-06,Robert Carter,Debit
264.0,5493871990759380,71.0,1.0,2023-11-25,2023-04-12,Leslie Butler,Credit
881.0,3586174271006545,151.0,108.0,2023-12-28,2021-03-29,Mary Brown,Check
180.0,4053525789260282,907.0,854.0,2024-10-08,2023-11-12,Michael Dorsey,Credit
811.0,4699685653714,300.0,6.0,2024-01-27,2020-09-22,John Boone,Credit
265.0,4992555062821,853.0,800.0,2024-03-01,2021-01-30,Susan Strickland,Check
505.0,4994100993966421,459.0,354.0,2024-06-25,2021-10-06,Luke Allison,Check
830.0,4828400237197065554,70.0,11.0,2024-01-08,2020-08-21,David Morgan,Check
580.0,2716676272032150,873.0,227.0,2024-08-01,2023-06-27,Travis Thompson,Debit
483.0,2306215739290154,998.0,28.0,2024-02-02,2021-08-18,Stephanie Dyer,Check
423.0,4081307889966944,407.0,18.0,2024-03-06,2023-02-20,Shelby Cooper,Credit
637.0,4243087413056892,792.0,78.0,2023-12-13,2022-11-20,Tim Meyer,Credit
858.0,6011517385896375,250.0,8.0,2024-02-14,2021-04-02,Kelly Cohen,Credit
596.0,3562165868542189,235.0,234.0,2023-12-02,2021-04-22,Walter Jones,Credit
273.0,4911529502661976,257.0,31.0,2024-11-09,2020-09-12,William Morrow,Check
545.0,6503868999541120,905.0,399.0,2024-07-04,2022-08-13,Christopher Wright,Check
564.0,676345799602,18.0,7.0,2024-09-25,2021-10-13,Veronica Ramirez,Check
680.0,213147359863349,789.0,513.0,2023-12-06,2022-05-06,Sarah Taylor,Debit
728.0,4494995372654,142.0,87.0,2024-01-26,2022-07-09,Mr. David Gillespie,Credit
730.0,30219284489879,456.0,237.0,2024-08-21,2020-05-23,William Guerrero,Check
25.0,4461009108242,278.0,213.0,2024-04-09,2022-06-24,Alicia Garcia,Debit
450.0,36041826022818,924.0,75.0,2024-02-09,2022-03-24,Melinda Kelly,Debit
415.0,3595246371282231,211.0,209.0,2023-11-26,2020-09-05,Pamela Sandoval,Check
573.0,5226271225131865,742.0,731.0,2024-05-25,2022-04-08,Stacy Perez,Check
837.0,2719031325876897,137.0,107.0,2024-03-20,2022-07-03,William Robles,Credit
659.0,4371739800797926,187.0,160.0,2024-09-28,2020-11-19,Catherine Cameron,Debit
907.0,4875682264232762805,510.0,411.0,2024-03-10,2021-03-14,Ian Schultz,Credit
871.0,30005013895373,693.0,577.0,2024-10-17,2021-06-26,Justin Woods,Debit
755.0,4889057587608629,180.0,108.0,2024-09-17,2022-01-17,Jessica Clarke,Debit
367.0,3572959943369107,217.0,59.0,2024-05-03,2020-04-21,Daniel Smith,Debit
929.0,3554600407784025,599.0,414.0,2023-12-05,2020-03-03,Rebecca Young,Check
186.0,30496170092443,903.0,503.0,2024-07-16,2023-10-27,Chelsea Hale,Check
934.0,676183129391,114.0,72.0,2024-08-06,2023-01-26,Stephanie Bautista,Credit
100.0,676376266489,470.0,99.0,2024-06-10,2020-06-07,Daniel Roberts,Debit
513.0,342687257935370,291.0,177.0,2024-06-07,2022-12-24,Christopher Lewis,Check
46.0,4912424357420422,607.0,326.0,2024-07-20,2020-05-06,Daniel Allen,Check
700.0,4758404732179430573,120.0,64.0,2024-05-29,2020-03-30,Debra Salazar PhD,Check
578.0,30097059370973,700.0,600.0,2023-12-21,2020-04-14,Mary Boyd,Credit
761.0,213158499974409,539.0,273.0,2024-07-16,2021-07-04,Kelly Leblanc,Check
775.0,5379025133818244,93.0,58.0,2024-06-26,2021-03-01,Andrew Gay,Debit
43.0,4325217104436,858.0,358.0,2024-06-12,2020-01-13,Richard Porter,Debit
704.0,4294547954638558828,144.0,52.0,2024-06-06,2022-03-03,Kristi Ramirez,Debit
334.0,4233343165554887,507.0,99.0,2024-06-26,2022-05-15,Mary Johnson,Debit
29.0,340733309991326,108.0,2.0,2024-01-02,2023-02-08,Gabrielle Villegas,Credit
151.0,2629014920775986,719.0,168.0,2024-10-17,2021-07-08,Sylvia Burns,Credit
117.0,340641422359463,895.0,791.0,2024-05-05,2020-10-07,Cassandra Williams,Debit
623.0,4815039372138052,173.0,22.0,2024-04-30,2022-04-17,Christopher Spencer,Check
83.0,4962879972270768,223.0,184.0,2024-09-24,2020-07-22,Christina Phillips,Debit
548.0,30515392731056,974.0,842.0,2024-05-02,2022-10-22,Tanya Higgins,Debit
396.0,213132845886732,338.0,82.0,2024-08-14,2022-05-26,Jeffery Clark,Credit
